pmid	date	journal	country	label	mesh
P3906246	1985	Klinische Monatsbl?tter f?r Augenheilkunde	GERMANY, WEST	X	Adult|Anticoagulants|Arteriosclerosis|Blood Proteins|Blood Viscosity|Clinical Trials as Topic|Diabetic Retinopathy|Double-Blind Method|Erythrocyte Aggregation|Erythrocyte Deformability|Erythrocytes|Female|Humans|Hydroxyethylrutoside|Male|Retinal Diseases|Rutin
P3906248	1985	Klinische Monatsbl?tter f?r Augenheilkunde	GERMANY, WEST	X	Aged|Clinical Trials as Topic|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein Angiography|Furans|Humans|Male|Middle Aged|Nafronyl|Random Allocation|Retinal Hemorrhage|Retinal Vessels|Visual Acuity
P3919804	1985	British medical journal (Clinical research ed.)	ENGLAND	X	Adolescent|Adult|Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Hemoglobin A|Humans|Infusions, Parenteral|Insulin|Male|Time Factors
P3920861	1985	Acta neurologica Scandinavica	DENMARK	X	Aldehyde Reductase|Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Neuropathies|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Imidazoles|Imidazolidines|Male|Middle Aged|Sensory Thresholds|Sugar Alcohol Dehydrogenases|Touch|Visual Acuity
P3926567	1985	Diabetes	UNITED STATES	X	Adolescent|Adult|Albuminuria|Costs and Cost Analysis|Diabetic Retinopathy|Diagnosis-Related Groups|Female|Humans|Insulin Infusion Systems|Male|Random Allocation
P3965024	1985	The British journal of ophthalmology	ENGLAND	X	Cholesterol Esters|Diabetes Mellitus, Type 2|Diabetic Diet|Diabetic Retinopathy|England|Fatty Acids, Unsaturated|Female|Hemoglobin A, Glycosylated|Humans|Linoleic Acid|Linoleic Acids|Male|Middle Aged|Prospective Studies|Random Allocation
P3966997	1985	The British journal of ophthalmology	ENGLAND	X	Aged|Hematocrit|Hemodilution|Humans|Ischemia|Light Coagulation|Middle Aged|Prospective Studies|Random Allocation|Retinal Diseases|Retinal Vein|Visual Acuity
P3991126	1985	Ophthalmology	UNITED STATES	X	Aged|Cataract Extraction|Female|Filtration|Fluorescein Angiography|Follow-Up Studies|Humans|Lenses, Intraocular|Macular Edema|Male|Radiation Injuries|Ultraviolet Rays
P4011126	1985	Ophthalmic research	SWITZERLAND	X	Adult|Aged|Benzenesulfonates|Blood Viscosity|Calcium Dobesilate|Cholesterol|Diabetic Retinopathy|Double-Blind Method|Female|Fibrinogen|Hematocrit|Humans|Male|Middle Aged|Serum Albumin|Serum Globulins
P4018423	1985	Diabetes	UNITED STATES	X	Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Neuropathies|Diabetic Retinopathy|Follow-Up Studies|Humans|Insulin Infusion Systems|Retina
P4024018	1985	Th?rapie	FRANCE	X	Diabetes Mellitus, Type 2|Diabetic Retinopathy|Female|Gliclazide|Humans|Male|Middle Aged|Sulfonylurea Compounds|Time Factors
P4030486	1985	Journal - American Intra-Ocular Implant Society	UNITED STATES	X	Cataract Extraction|Double-Blind Method|Humans|Hyaluronoglucosaminidase|Indomethacin|Lenses, Intraocular|Macular Edema|Middle Aged|Ophthalmic Solutions|Postoperative Complications|Prospective Studies|Prostaglandins|Random Allocation|Ultraviolet Rays
P4036563	1985	Acta ophthalmologica	DENMARK	X	Adolescent|Adult|Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Hemoglobin A, Glycosylated|Humans|Insulin Infusion Systems|Male
P4039698	1985	Fortschritte der Ophthalmologie : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft	GERMANY, WEST	X	Adult|Chronic Disease|Diabetic Retinopathy|Female|Humans|Laser Therapy|Lasers|Male|Prospective Studies|Retina
P4075944	1985	Diabetes care	UNITED STATES	X	Adult|Albuminuria|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Glomerular Filtration Rate|Humans|Insulin Infusion Systems|Kidney|Male|Retina
P6533162	1985	Journal fran?ais d'ophtalmologie	FRANCE	M	Adult|Arteriosclerosis|Carotid Artery, Internal|Choroid|Humans|Male|Middle Aged|Prognosis|Retinal Artery|Retinal Diseases|Thrombosis|Time Factors|Urokinase-Type Plasminogen Activator
P2417579	1986	Archives of ophthalmology	United States	X	Argon|Evaluation Studies as Topic|Eye Diseases|Fluorescein Angiography|Follow-Up Studies|Hemorrhage|Humans|Laser Therapy|Light Coagulation|Neovascularization, Pathologic|Retinal Diseases|Retinal Vessels|Visual Acuity|Vitreous Body
P2423061	1986	Archives of ophthalmology	United States	X	Clinical Trials as Topic|Eye Diseases|Follow-Up Studies|Histoplasmosis|Humans|Laser Therapy|Macula Lutea|Macular Degeneration|Methods|Neovascularization, Pathologic|Random Allocation|Visual Acuity
P2869996	1986	Diabetes	UNITED STATES	X	Adolescent|Adult|Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Angiopathies|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Fluorescein Angiography|Glomerular Filtration Rate|Hemoglobin A, Glycosylated|Humans|Hyperglycemia|Random Allocation
P2874782	1986	Archives of ophthalmology	United States	X	Aged|Cataract Extraction|Cell Count|Chymotrypsin|Clinical Trials as Topic|Cornea|Endothelium|Humans|Lenses, Intraocular|Macular Edema|Middle Aged|Postoperative Complications|Random Allocation|Suppuration|Time Factors|Uveitis|Vitreous Body
P2878174	1986	Lancet	ENGLAND	X	Benzenesulfonates|Cerebral Hemorrhage|Cerebral Ventricles|Clinical Trials as Topic|Double-Blind Method|Ethamsylate|Humans|Infant Mortality|Infant, Low Birth Weight|Infant, Newborn|Random Allocation|Retinopathy of Prematurity|Ultrasonography|Vitamin E
P2947098	1986	Presse m?dicale (Paris, France : 1983)	FRANCE	X	Aged|Clinical Trials as Topic|Double-Blind Method|Humans|Macular Degeneration|Middle Aged|Placebos|Plant Extracts|Plants, Medicinal|Time Factors|Trees|Visual Acuity
P3083211	1986	Metabolism: clinical and experimental	UNITED STATES	X	Aldehyde Reductase|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Neuropathies|Diabetic Retinopathy|Double-Blind Method|Humans|Imidazoles|Imidazolidines|Neural Conduction|Neurons|Random Allocation
P3096429	1986	British medical journal (Clinical research ed.)	ENGLAND	X	Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Humans|Hyperglycemia|Insulin|Insulin Infusion Systems|Kidney|Random Allocation
P3514333	1986	Diabetes	UNITED STATES	X	Adult|Clinical Trials as Topic|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein|Fluorescein Angiography|Fluoresceins|Humans|Imidazoles|Imidazolidines|Male|Middle Aged|Random Allocation|Retina|Retinal Vessels|Vitreous Body
P3516925	1986	Irish journal of medical science	IRELAND	X	Adult|Aged|Arterial Occlusive Diseases|Carotid Artery Diseases|Embolism|Female|Humans|Male|Middle Aged|Plethysmography|Retinal Diseases|Ultrasonography
P3519046	1986	Diabetes research (Edinburgh, Scotland)	SCOTLAND	X	Adult|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein Angiography|Humans|Imidazoles|Male|Middle Aged|Thromboxane-A Synthase
P3531957	1986	Ophthalmology	United States	X	Adult|Argon|Clinical Trials as Topic|Humans|Laser Therapy|Light Coagulation|Middle Aged|Retinal Diseases
P3531958	1986	Ophthalmology	UNITED STATES	X	Argon|Clinical Trials as Topic|Fluorescein Angiography|Humans|Laser Therapy|Light Coagulation|Macular Edema|Retinal Diseases|Retinal Vessels
P3763140	1986	Ophthalmology	UNITED STATES	X	Adult|Diabetic Retinopathy|Female|Humans|Laser Therapy|Lasers|Light Coagulation|Macular Edema|Male|Middle Aged|Visual Acuity
P3777545	1986	Annales fran?aises d'anesth?sie et de r?animation	FRANCE	X	Aged|Blood Coagulation Tests|Combined Modality Therapy|Evaluation Studies as Topic|Hemodilution|Heparin|Humans|Middle Aged|Retinal Vein Occlusion|Visual Acuity
P3910706	1986	Journal fran?ais d'ophtalmologie	FRANCE	X	Anti-Inflammatory Agents, Non-Steroidal|Cataract Extraction|Clinical Trials as Topic|Conjunctival Diseases|Double-Blind Method|Edema|Eyelid Diseases|Glaucoma|Humans|Ophthalmologic Surgical Procedures|Pain, Postoperative|Postoperative Complications|Propionates|Retinal Detachment
P3914805	1986	Acta endocrinologica. Supplementum	DENMARK	X	Adolescent|Adult|Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Retinopathy|Glomerular Filtration Rate|Hemoglobin A, Glycosylated|Humans|Insulin|Insulin Infusion Systems|Random Allocation
P3943741	1986	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	GERMANY, WEST	X	Eye|Humans|Movement|Postoperative Period|Retinal Detachment|Scleral Buckling|Silicones|Surgical Equipment|Time Factors
P3960476	1986	Ophthalmic surgery	UNITED STATES	X	Cataract Extraction|Combined Modality Therapy|Dexamethasone|Drug Therapy, Combination|Humans|Indomethacin|Laser Therapy|Macular Edema|Placebos|Premedication|Random Allocation|Time Factors|Vitreous Body
P2438841	1987	Transactions of the American Ophthalmological Society	UNITED STATES	X	Adult|Aged|Animals|Choroid|Ciliary Body|Clinical Trials as Topic|Diabetic Retinopathy|Female|Humans|Light Coagulation|Male|Middle Aged|Neovascularization, Pathologic|Optic Disk|Pigment Epithelium of Eye|Prospective Studies|Rabbits|Random Allocation|Retina|Visual Acuity|Visual Fields|Vitreous Hemorrhage
P2440601	1987	Bulletin des soci?t?s d'ophtalmologie de France	FRANCE	X	Aged|Follow-Up Studies|Humans|Light Coagulation|Macular Degeneration|Middle Aged|Neovascularization, Pathologic|Retinal Diseases|Retinal Vessels
P2882967	1987	Diabetes care	UNITED STATES	X	Adolescent|Adult|Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Drug Evaluation|Female|Hemoglobin A, Glycosylated|Humans|Insulin|Male|Quality Control|Random Allocation|Retinal Vessels|Statistics as Topic
P3300085	1987	VASA. Zeitschrift f?r Gef?sskrankheiten	SWITZERLAND	X	Benzenesulfonates|Blood Coagulation|Blood Viscosity|Calcium Dobesilate|Clinical Trials as Topic|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Male|Middle Aged
P3300140	1987	Acta ophthalmologica	DENMARK	X	Adult|Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Insulin|Insulin Infusion Systems|Male|Random Allocation
P3300174	1987	Acta medica Scandinavica	SWEDEN	F	Adult|Clinical Trials as Topic|Diabetic Retinopathy|Female|Fluorescein Angiography|Humans|Insulin|Insulin Infusion Systems|Pregnancy|Pregnancy in Diabetics|Prospective Studies|Random Allocation
P3303785	1987	Acta endocrinologica	DENMARK	X	Adolescent|Adult|Blood Glucose|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Humans|Insulin|Insulin Infusion Systems|Male|Middle Aged
P3308728	1987	International ophthalmology	NETHERLANDS	X	Adolescent|Adult|Aged|Child|Clinical Trials as Topic|Eye|Female|Gases|Humans|Injections|Male|Middle Aged|Postoperative Complications|Random Allocation|Retinal Detachment|Silicone Oils|Vision, Ocular|Vitrectomy|Vitreous Hemorrhage
P3308731	1987	International journal of microcirculation, clinical and experimental / sponsored by the European Society for Microcirculation	NETHERLANDS	M	Adult|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Double-Blind Method|Humans|Male|Pyrrolidines|Random Allocation|Vasodilator Agents
P3538520	1987	Transactions of the ophthalmological societies of the United Kingdom	ENGLAND	X	Clinical Trials as Topic|Color Perception|Humans|Laser Therapy|Light Coagulation|Random Allocation|Recurrence|Retina|Retinal Detachment|Visual Acuity
P3547300	1987	Pediatrics	United States	X	Birth Weight|Cerebral Hemorrhage|Clinical Trials as Topic|Double-Blind Method|Female|Follow-Up Studies|Humans|Infant, Newborn|Infant, Premature, Diseases|Male|Random Allocation|Retinal Detachment|Retinal Hemorrhage|Retinopathy of Prematurity|Vitamin E
P3549595	1987	International ophthalmology	NETHERLANDS	X	Adolescent|Adult|Blood-Retinal Barrier|Clinical Trials as Topic|Cyclandelate|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Male|Mandelic Acids|Middle Aged|Random Allocation|Time Factors
P3550043	1987	Journal of cataract and refractive surgery	UNITED STATES	X	Aged|Cataract|Cataract Extraction|Clinical Trials as Topic|Diabetes Complications|Diabetic Retinopathy|Humans|Lenses, Intraocular|Macular Edema|Middle Aged|Random Allocation
P3551617	1987	American journal of ophthalmology	UNITED STATES	X	Anti-Inflammatory Agents, Non-Steroidal|Aphakia, Postcataract|Chronic Disease|Clinical Trials as Topic|Double-Blind Method|Drug Combinations|Humans|Ketorolac Tromethamine|Lenses, Intraocular|Macular Edema|Ophthalmic Solutions|Pyrroles|Random Allocation|Time Factors|Tolmetin|Tromethamine|Visual Acuity
P3552537	1987	Diabetes research and clinical practice	NETHERLANDS	X	Blood Pressure|Clinical Trials as Topic|Creatinine|Diabetes Complications|Diabetes Mellitus|Diabetic Nephropathies|Diabetic Retinopathy|Double-Blind Method|Gliclazide|Hemoglobin A, Glycosylated|Humans|Insulin|Proteinuria|Random Allocation|Sulfonylurea Compounds
P3555429	1987	Archives of ophthalmology	UNITED STATES	X	Argon|Clinical Trials as Topic|Diabetic Retinopathy|Humans|Intraocular Pressure|Laser Therapy|Longitudinal Studies|Ocular Hypertension|Prospective Studies|Random Allocation|Xenon
P3575019	1987	Pediatrics	United States	X	Birth Weight|Blood Gas Monitoring, Transcutaneous|Humans|Infant, Newborn|Infant, Premature|Monitoring, Physiologic|Random Allocation|Retinopathy of Prematurity|Risk|Time Factors
P3596907	1987	International ophthalmology	NETHERLANDS	X	Adolescent|Adult|Aged|Cyclohexanecarboxylic Acids|Diabetes Complications|Diabetic Retinopathy|Female|Hemorrhage|Humans|Male|Middle Aged|Tranexamic Acid|Vitrectomy|Vitreous Body
P3619742	1987	Archives of ophthalmology	United States	X	Adult|Aged|Diabetic Retinopathy|Electroretinography|Female|Humans|Male|Middle Aged
P3627711	1987	Ophthalmology	United States	X	Blood Gas Monitoring, Transcutaneous|Humans|Infant Mortality|Infant, Newborn|Monitoring, Physiologic|Prospective Studies|Random Allocation|Respiration, Artificial|Retinopathy of Prematurity
P3662317	1987	Annals of ophthalmology	UNITED STATES	X	Cornea|Epithelium|Humans|Postoperative Period|Random Allocation|Retinal Detachment|Sensation
P3673751	1987	Advances in experimental medicine and biology	UNITED STATES	X	Birth Weight|Blood Gas Monitoring, Transcutaneous|Humans|Infant, Newborn|Retinopathy of Prematurity|Risk Factors
P2447027	1988	International ophthalmology clinics	UNITED STATES	X	Diabetic Retinopathy|Humans|Light Coagulation|Macular Edema|Neovascularization, Pathologic|Retinal Vessels|Risk Factors|Vision Disorders|Visual Acuity
P2451871	1988	Transactions of the American Ophthalmological Society	UNITED STATES	X	Adult|Aged|Clinical Trials as Topic|Diabetic Retinopathy|Female|Humans|Light Coagulation|Male|Middle Aged|Neovascularization, Pathologic|Prospective Studies|Random Allocation|Retina|Visual Acuity|Vitreous Hemorrhage
P2459641	1988	Ophthalmology	UNITED STATES	X	Adult|Aged|Argon|Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Lasers|Light Coagulation|Male|Middle Aged|Neovascularization, Pathologic|Prospective Studies|Retinal Vessels|Time Factors|Visual Acuity
P2459655	1988	Pediatrics	UNITED STATES	X	Clinical Trials as Topic|Developmental Disabilities|Female|Follow-Up Studies|Humans|Infant, Newborn|Male|Pulmonary Surfactants|Random Allocation|Respiratory Distress Syndrome, Newborn|Retinopathy of Prematurity
P2465517	1988	Ophthalmology	UNITED STATES	X	Adult|Aged|Clinical Trials as Topic|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Female|Fibrosis|Follow-Up Studies|Humans|Male|Middle Aged|Neovascularization, Pathologic|Random Allocation|Time Factors|Visual Acuity|Vitrectomy
P2466855	1988	The Journal of diabetic complications	UNITED STATES	X	Clinical Trials as Topic|Diabetic Retinopathy|Fluorescein Angiography|Follow-Up Studies|Humans|Lasers|Light Coagulation|Neovascularization, Pathologic|Random Allocation|Retina
P2844981	1988	Journal of medical virology	UNITED STATES	X	Acquired Immunodeficiency Syndrome|Acyclovir|Adult|Antiviral Agents|Clinical Trials as Topic|Cytomegalovirus|Cytomegalovirus Infections|Ganciclovir|Humans|Middle Aged|Prospective Studies|Random Allocation|Retinitis
P2895630	1988	Archives of ophthalmology	United States	X	Clinical Trials as Topic|Cryosurgery|Differential Threshold|Follow-Up Studies|Fundus Oculi|Humans|Infant|Infant, Newborn|Intraoperative Complications|Photography|Postoperative Care|Postoperative Complications|Random Allocation|Retinopathy of Prematurity
P2895910	1988	Pediatrics	United States	X	Clinical Trials as Topic|Cryosurgery|Female|Humans|Infant|Infant, Newborn|Male|Prognosis|Random Allocation|Retinopathy of Prematurity
P2898025	1988	JAMA	UNITED STATES	X	Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Exudates and Transudates|Follow-Up Studies|Hemoglobin A, Glycosylated|Humans|Injections, Subcutaneous|Insulin|Random Allocation|Retinal Vessels
P2974776	1988	Diabetic medicine : a journal of the British Diabetic Association	ENGLAND	X	Aldehyde Reductase|Blood Glucose|Clinical Trials as Topic|Diabetic Neuropathies|Diabetic Retinopathy|Double-Blind Method|Female|Heart Rate|Humans|Imidazoles|Imidazolidines|Male|Median Nerve|Middle Aged|Neural Conduction|Peroneal Nerve|Random Allocation|Sugar Alcohol Dehydrogenases|Valsalva Maneuver
P3046587	1988	Archives of ophthalmology	UNITED STATES	X	Adult|Aneurysm|Blood Glucose|Clinical Trials as Topic|Diabetic Retinopathy|Exudates and Transudates|Fluorescein Angiography|Hemoglobin A|Humans|Injections|Insulin|Insulin Infusion Systems|Retinal Hemorrhage|Retinal Vessels|Time Factors
P3048052	1988	Acta medica Scandinavica	SWEDEN	X	Adult|Albuminuria|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Hemoglobin A, Glycosylated|Humans|Hypoglycemia|Insulin|Middle Aged|Prospective Studies|Random Allocation|Sweden
P3050220	1988	Journ?es annuelles de diab?tologie de l'H?tel-Dieu	FRANCE	X	Adult|Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Hemoglobin A, Glycosylated|Humans|Insulin|Insulin Infusion Systems|Male|Norway|Prospective Studies|Random Allocation
P3052571	1988	The British journal of ophthalmology	ENGLAND	X	Adolescent|Adult|Blood Glucose|Clinical Trials as Topic|Diabetic Retinopathy|Female|Hemoglobin A, Glycosylated|Humans|Insulin|Insulin Infusion Systems|Light|Male|Prospective Studies|Random Allocation|Retinal Vessels
